The power Details of router and TSV links ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 at 4000,,,,,,,,,,,,,,,,,,,,,,,
Router-23,0.0267068+0.00117261+0.00141479,0.0292942,,,,,,,,,,,,,,,,,,,,,
Router-24,0.0267068+0.00127275+0.00141479,0.0293944,,,,,,,,,,,,,,,,,,,,,
Router-25,0.0267068+0.00128954+0.00141479,0.0294112,,,,,,,,,,,,,,,,,,,,,
Router-26,0.0267068+0.00120392+0.00141479,0.0293255,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Internal Reports:,,,,,,,,,,,,,,,,,,,,,,,
Total Number of Detected Flits:		22050 ( Header: 4412 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 at 7000,,,,,,,,,,,,,,,,,,,,,,,
 ,7000,,,,,,,,,,,,,,,,,,,,,,
Router-0,0.0267068+0.00174093+0.000848882,0.0292966,,,,,,,,,,,,,,,,,,,,,
Router-1,0.0267068+0.00170419+0.000848882,0.0292599,,,,,,,,,,,,,,,,,,,,,
Router-2,0.0267068+0.00169724+0.000848882,0.0292529,,,,,,,,,,,,,,,,,,,,,
Router-3,0.0267068+0.00172628+0.000848882,0.029282,,,,,,,,,,,,,,,,,,,,,
Router-4,0.0267068+0.0020914+0.0014148,0.030213,,,,,,,,,,,,,,,,,,,,,
Router-5,0.0267068+0.00190324+0.0014148,0.0300249,,,,,,,,,,,,,,,,,,,,,
Router-6,0.0267068+0.00176434+0.0014148,0.029886,,,,,,,,,,,,,,,,,,,,,
Router-7,0.0267068+0.00213828+0.0014148,0.0302599,,,,,,,,,,,,,,,,,,,,,
Router-8,0.0267068+0.00200484+0.0014148,0.0301265,,,,,,,,,,,,,,,,,,,,,
Router-9,0.0267068+0.00181468+0.0014148,0.0299363,,,,,,,,,,,,,,,,,,,,,
Router-10,0.0267068+0.00194251+0.0014148,0.0300641,,,,,,,,,,,,,,,,,,,,,
Router-11,0.0267068+0.00194581+0.0014148,0.0300674,,,,,,,,,,,,,,,,,,,,,
Router-12,0.0267068+0.0011886+0.00141479,0.0293102,,,,,,,,,,,,,,,,,,,,,
Router-13,0.0267068+0.00115554+0.00141479,0.0292772,,,,,,,,,,,,,,,,,,,,,
Router-14,0.0267068+0.00117709+0.00141479,0.0292987,,,,,,,,,,,,,,,,,,,,,
Router-15,0.0267068+0.00118142+0.00141479,0.029303,,,,,,,,,,,,,,,,,,,,,
Router-16,0.0267068+0.00105333+0.00141479,0.0291749,,,,,,,,,,,,,,,,,,,,,
Router-17,0.0267068+0.00100347+0.00141479,0.0291251,,,,,,,,,,,,,,,,,,,,,
Router-18,0.0267068+0.00120595+0.00141479,0.0293276,,,,,,,,,,,,,,,,,,,,,
Router-19,0.0267068+0.00112671+0.00141479,0.0292483,,,,,,,,,,,,,,,,,,,,,
Router-20,0.0267068+0.00117303+0.00141479,0.0292947,,,,,,,,,,,,,,,,,,,,,
Router-21,0.0267068+0.00111505+0.00141479,0.0292367,,,,,,,,,,,,,,,,,,,,,
Router-22,0.0267068+0.00105611+0.00141479,0.0291777,,,,,,,,,,,,,,,,,,,,,
Router-23,0.0267068+0.00106411+0.00141479,0.0291857,,,,,,,,,,,,,,,,,,,,,
Router-24,0.0267068+0.00119092+0.00141479,0.0293125,,,,,,,,,,,,,,,,,,,,,
Router-25,0.0267068+0.00117553+0.00141479,0.0292971,,,,,,,,,,,,,,,,,,,,,
Router-26,0.0267068+0.00111225+0.00141479,0.0292339,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Internal Reports:,,,,,,,,,,,,,,,,,,,,,,,
Total Number of Detected Flits:		23572 ( Header: 4718 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 at 8000,,,,,,,,,,,,,,,,,,,,,,,
 ,8000,,,,,,,,,,,,,,,,,,,,,,
Router-0,0.0267068+0.00156526+0.000848882,0.029121,,,,,,,,,,,,,,,,,,,,,
Router-1,0.0267068+0.00163172+0.000848883,0.0291874,,,,,,,,,,,,,,,,,,,,,
Router-2,0.0267068+0.00164337+0.000848883,0.0291991,,,,,,,,,,,,,,,,,,,,,
Router-3,0.0267068+0.00154579+0.000848882,0.0291015,,,,,,,,,,,,,,,,,,,,,
Router-4,0.0267068+0.00193699+0.0014148,0.0300586,,,,,,,,,,,,,,,,,,,,,
Router-5,0.0267068+0.00178489+0.0014148,0.0299065,,,,,,,,,,,,,,,,,,,,,
Router-6,0.0267068+0.00164813+0.0014148,0.0297697,,,,,,,,,,,,,,,,,,,,,
Router-7,0.0267068+0.00195047+0.0014148,0.0300721,,,,,,,,,,,,,,,,,,,,,
Router-8,0.0267068+0.00192657+0.0014148,0.0300482,,,,,,,,,,,,,,,,,,,,,
Router-9,0.0267068+0.00169813+0.0014148,0.0298198,,,,,,,,,,,,,,,,,,,,,
Router-10,0.0267068+0.00176443+0.0014148,0.0298861,,,,,,,,,,,,,,,,,,,,,
Router-11,0.0267068+0.00179121+0.0014148,0.0299128,,,,,,,,,,,,,,,,,,,,,
Router-12,0.0267068+0.00113945+0.00141479,0.0292611,,,,,,,,,,,,,,,,,,,,,
Router-13,0.0267068+0.00105441+0.00141479,0.029176,,,,,,,,,,,,,,,,,,,,,
Router-14,0.0267068+0.00110167+0.00141479,0.0292233,,,,,,,,,,,,,,,,,,,,,
Router-15,0.0267068+0.00109849+0.00141479,0.0292201,,,,,,,,,,,,,,,,,,,,,
Router-16,0.0267068+0.000989213+0.00141479,0.0291108,,,,,,,,,,,,,,,,,,,,,
Router-17,0.0267068+0.000915228+0.00141479,0.0290368,,,,,,,,,,,,,,,,,,,,,
Router-18,0.0267068+0.00110641+0.00141479,0.029228,,,,,,,,,,,,,,,,,,,,,
Router-19,0.0267068+0.00101799+0.00141479,0.0291396,,,,,,,,,,,,,,,,,,,,,
Router-20,0.0267068+0.00107017+0.00141479,0.0291918,,,,,,,,,,,,,,,,,,,,,
Router-21,0.0267068+0.00102732+0.00141479,0.0291489,,,,,,,,,,,,,,,,,,,,,
Router-22,0.0267068+0.00102472+0.00141479,0.0291463,,,,,,,,,,,,,,,,,,,,,
Router-23,0.0267068+0.00101774+0.00141479,0.0291394,,,,,,,,,,,,,,,,,,,,,
Router-24,0.0267068+0.00110067+0.00141479,0.0292223,,,,,,,,,,,,,,,,,,,,,
Router-25,0.0267068+0.00107233+0.00141479,0.029194,,,,,,,,,,,,,,,,,,,,,
Router-26,0.0267068+0.00103595+0.00141479,0.0291576,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Internal Reports:,,,,,,,,,,,,,,,,,,,,,,,
Total Number of Detected Flits:		25021 ( Header: 5005 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 at 4000,,,,,,,,,,,,,,,,,,,,,,,
 ,4000,,,,,,,,,,,,,,,,,,,,,,
Router-0,0.0267068+0.00386638+0.000848884,0.0314221,,,,,,,,,,,,,,,,,,,,,
Router-1,0.0267068+0.00400338+0.000848885,0.0315591,,,,,,,,,,,,,,,,,,,,,
Router-2,0.0267068+0.00399388+0.000848885,0.0315496,,,,,,,,,,,,,,,,,,,,,
Router-3,0.0267068+0.00382705+0.000848884,0.0313828,,,,,,,,,,,,,,,,,,,,,
Router-4,0.0267068+0.00473019+0.0014148,0.0328518,,,,,,,,,,,,,,,,,,,,,
Router-5,0.0267068+0.00442372+0.0014148,0.0325453,,,,,,,,,,,,,,,,,,,,,
Router-6,0.0267068+0.0039487+0.0014148,0.0320703,,,,,,,,,,,,,,,,,,,,,
Router-7,0.0267068+0.00472263+0.0014148,0.0328443,,,,,,,,,,,,,,,,,,,,,
Router-8,0.0267068+0.00471596+0.0014148,0.0328376,,,,,,,,,,,,,,,,,,,,,
Router-9,0.0267068+0.00414918+0.0014148,0.0322708,,,,,,,,,,,,,,,,,,,,,
Router-10,0.0267068+0.00438986+0.0014148,0.0325115,,,,,,,,,,,,,,,,,,,,,
Router-11,0.0267068+0.00443188+0.0014148,0.0325535,,,,,,,,,,,,,,,,,,,,,
Router-12,0.0267068+0.00277321+0.0014148,0.0308948,,,,,,,,,,,,,,,,,,,,,
Router-13,0.0267068+0.00252663+0.0014148,0.0306483,,,,,,,,,,,,,,,,,,,,,
Router-14,0.0267068+0.00271711+0.00141479,0.0308387,,,,,,,,,,,,,,,,,,,,,
Router-15,0.0267068+0.00272199+0.0014148,0.0308436,,,,,,,,,,,,,,,,,,,,,
Router-16,0.0267068+0.0025136+0.00141479,0.0306352,,,,,,,,,,,,,,,,,,,,,
Router-17,0.0267068+0.00220847+0.00141479,0.0303301,,,,,,,,,,,,,,,,,,,,,
Router-18,0.0267068+0.00269583+0.0014148,0.0308175,,,,,,,,,,,,,,,,,,,,,
Router-19,0.0267068+0.00245862+0.00141479,0.0305802,,,,,,,,,,,,,,,,,,,,,
Router-20,0.0267068+0.00260851+0.00141479,0.0307301,,,,,,,,,,,,,,,,,,,,,
Router-21,0.0267068+0.00262131+0.0014148,0.0307429,,,,,,,,,,,,,,,,,,,,,
Router-22,0.0267068+0.00248338+0.00141479,0.030605,,,,,,,,,,,,,,,,,,,,,
Router-23,0.0267068+0.00246941+0.00141479,0.030591,,,,,,,,,,,,,,,,,,,,,
Router-24,0.0267068+0.00265098+0.0014148,0.0307726,,,,,,,,,,,,,,,,,,,,,
Router-25,0.0267068+0.00274233+0.0014148,0.030864,,,,,,,,,,,,,,,,,,,,,
Router-26,0.0267068+0.00259243+0.00141479,0.0307141,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Internal Reports:,,,,,,,,,,,,,,,,,,,,,,,
Total Number of Detected Flits:		30714 ( Header: 6146 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 at 5000,,,,,,,,,,,,,,,,,,,,,,,
 ,5000,,,,,,,,,,,,,,,,,,,,,,
Router-0,0.0267068+0.00320865+0.000848884,0.0307644,,,,,,,,,,,,,,,,,,,,,
Router-1,0.0267068+0.00328899+0.000848885,0.0308447,,,,,,,,,,,,,,,,,,,,,
Router-2,0.0267068+0.00325687+0.000848885,0.0308126,,,,,,,,,,,,,,,,,,,,,
Router-3,0.0267068+0.00320243+0.000848884,0.0307581,,,,,,,,,,,,,,,,,,,,,
Router-4,0.0267068+0.00389434+0.0014148,0.032016,,,,,,,,,,,,,,,,,,,,,
Router-5,0.0267068+0.00366034+0.0014148,0.031782,,,,,,,,,,,,,,,,,,,,,
Router-6,0.0267068+0.00326924+0.0014148,0.0313909,,,,,,,,,,,,,,,,,,,,,
Router-7,0.0267068+0.00390834+0.0014148,0.03203,,,,,,,,,,,,,,,,,,,,,
Router-8,0.0267068+0.00391349+0.0014148,0.0320351,,,,,,,,,,,,,,,,,,,,,
Router-9,0.0267068+0.00348248+0.0014148,0.0316041,,,,,,,,,,,,,,,,,,,,,
Router-10,0.0267068+0.00363022+0.0014148,0.0317518,,,,,,,,,,,,,,,,,,,,,
Router-11,0.0267068+0.00369601+0.0014148,0.0318176,,,,,,,,,,,,,,,,,,,,,
Router-12,0.0267068+0.00230668+0.0014148,0.0304283,,,,,,,,,,,,,,,,,,,,,
Router-13,0.0267068+0.00209576+0.0014148,0.0302174,,,,,,,,,,,,,,,,,,,,,
Router-14,0.0267068+0.00221988+0.0014148,0.0303415,,,,,,,,,,,,,,,,,,,,,
Router-15,0.0267068+0.00223639+0.0014148,0.030358,,,,,,,,,,,,,,,,,,,,,
Router-16,0.0267068+0.00209731+0.00141479,0.0302189,,,,,,,,,,,,,,,,,,,,,
Router-17,0.0267068+0.00183608+0.00141479,0.0299577,,,,,,,,,,,,,,,,,,,,,
Router-18,0.0267068+0.00221544+0.0014148,0.0303371,,,,,,,,,,,,,,,,,,,,,
Router-19,0.0267068+0.00201452+0.00141479,0.0301361,,,,,,,,,,,,,,,,,,,,,
Router-20,0.0267068+0.00212181+0.0014148,0.0302434,,,,,,,,,,,,,,,,,,,,,
Router-21,0.0267068+0.00224299+0.0014148,0.0303646,,,,,,,,,,,,,,,,,,,,,
Router-22,0.0267068+0.00209312+0.00141479,0.0302147,,,,,,,,,,,,,,,,,,,,,
Router-23,0.0267068+0.00207142+0.00141479,0.030193,,,,,,,,,,,,,,,,,,,,,
Router-24,0.0267068+0.00223769+0.0014148,0.0303593,,,,,,,,,,,,,,,,,,,,,
Router-25,0.0267068+0.00225334+0.0014148,0.030375,,,,,,,,,,,,,,,,,,,,,
Router-26,0.0267068+0.00216845+0.00141479,0.0302901,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Internal Reports:,,,,,,,,,,,,,,,,,,,,,,,
Total Number of Detected Flits:		31838 ( Header: 6370 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 at 6000,,,,,,,,,,,,,,,,,,,,,,,
 ,6000,,,,,,,,,,,,,,,,,,,,,,
Router-0,0.0267068+0.00278306+0.000848884,0.0303388,,,,,,,,,,,,,,,,,,,,,
Router-1,0.0267068+0.00295761+0.000848886,0.0305133,,,,,,,,,,,,,,,,,,,,,
Router-2,0.0267068+0.0029096+0.000848886,0.0304653,,,,,,,,,,,,,,,,,,,,,
Router-3,0.0267068+0.00279535+0.000848885,0.0303511,,,,,,,,,,,,,,,,,,,,,
Router-4,0.0267068+0.00341457+0.0014148,0.0315362,,,,,,,,,,,,,,,,,,,,,
Router-5,0.0267068+0.00327256+0.0014148,0.0313942,,,,,,,,,,,,,,,,,,,,,
Router-6,0.0267068+0.0028906+0.0014148,0.0310122,,,,,,,,,,,,,,,,,,,,,
Router-7,0.0267068+0.00340281+0.0014148,0.0315244,,,,,,,,,,,,,,,,,,,,,
Router-8,0.0267068+0.00338785+0.0014148,0.0315095,,,,,,,,,,,,,,,,,,,,,
Router-9,0.0267068+0.003064+0.0014148,0.0311856,,,,,,,,,,,,,,,,,,,,,
Router-10,0.0267068+0.00322058+0.0014148,0.0313422,,,,,,,,,,,,,,,,,,,,,
Router-11,0.0267068+0.00322329+0.0014148,0.0313449,,,,,,,,,,,,,,,,,,,,,
Router-12,0.0267068+0.00198558+0.0014148,0.0301072,,,,,,,,,,,,,,,,,,,,,
Router-13,0.0267068+0.0019393+0.0014148,0.0300609,,,,,,,,,,,,,,,,,,,,,
Router-14,0.0267068+0.0019759+0.0014148,0.0300975,,,,,,,,,,,,,,,,,,,,,
Router-15,0.0267068+0.00190273+0.0014148,0.0300244,,,,,,,,,,,,,,,,,,,,,
Router-16,0.0267068+0.00185633+0.0014148,0.029978,,,,,,,,,,,,,,,,,,,,,
Router-17,0.0267068+0.00158899+0.00141479,0.0297106,,,,,,,,,,,,,,,,,,,,,
Router-18,0.0267068+0.00195298+0.0014148,0.0300746,,,,,,,,,,,,,,,,,,,,,
Router-19,0.0267068+0.00175697+0.0014148,0.0298786,,,,,,,,,,,,,,,,,,,,,
Router-20,0.0267068+0.00186558+0.0014148,0.0299872,,,,,,,,,,,,,,,,,,,,,
Router-21,0.0267068+0.00194849+0.0014148,0.0300701,,,,,,,,,,,,,,,,,,,,,
Router-22,0.0267068+0.00183118+0.00141479,0.0299528,,,,,,,,,,,,,,,,,,,,,
Router-23,0.0267068+0.00181369+0.00141479,0.0299353,,,,,,,,,,,,,,,,,,,,,
Router-24,0.0267068+0.00201458+0.0014148,0.0301362,,,,,,,,,,,,,,,,,,,,,
Router-25,0.0267068+0.00194605+0.0014148,0.0300677,,,,,,,,,,,,,,,,,,,,,
Router-26,0.0267068+0.00188461+0.0014148,0.0300062,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Internal Reports:,,,,,,,,,,,,,,,,,,,,,,,
Total Number of Detected Flits:		33573 ( Header: 6717 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 at 7000,,,,,,,,,,,,,,,,,,,,,,,
 ,7000,,,,,,,,,,,,,,,,,,,,,,
Router-0,0.0267068+0.00247754+0.000848885,0.0300332,,,,,,,,,,,,,,,,,,,,,
Router-1,0.0267068+0.00262831+0.000848887,0.030184,,,,,,,,,,,,,,,,,,,,,
Router-2,0.0267068+0.00258289+0.000848886,0.0301386,,,,,,,,,,,,,,,,,,,,,
Router-3,0.0267068+0.00249008+0.000848885,0.0300458,,,,,,,,,,,,,,,,,,,,,
Router-4,0.0267068+0.00300018+0.0014148,0.0311218,,,,,,,,,,,,,,,,,,,,,
Router-5,0.0267068+0.00290654+0.0014148,0.0310282,,,,,,,,,,,,,,,,,,,,,
Router-6,0.0267068+0.00256763+0.0014148,0.0306893,,,,,,,,,,,,,,,,,,,,,
Router-7,0.0267068+0.00304635+0.0014148,0.031168,,,,,,,,,,,,,,,,,,,,,
Router-8,0.0267068+0.00301987+0.0014148,0.0311415,,,,,,,,,,,,,,,,,,,,,
Router-9,0.0267068+0.0027443+0.0014148,0.0308659,,,,,,,,,,,,,,,,,,,,,
Router-10,0.0267068+0.002885+0.0014148,0.0310066,,,,,,,,,,,,,,,,,,,,,
Router-11,0.0267068+0.00283352+0.0014148,0.0309551,,,,,,,,,,,,,,,,,,,,,
Router-12,0.0267068+0.00176361+0.0014148,0.0298852,,,,,,,,,,,,,,,,,,,,,
Router-13,0.0267068+0.00169402+0.0014148,0.0298156,,,,,,,,,,,,,,,,,,,,,
Router-14,0.0267068+0.00174941+0.0014148,0.029871,,,,,,,,,,,,,,,,,,,,,
Router-15,0.0267068+0.0016724+0.0014148,0.029794,,,,,,,,,,,,,,,,,,,,,
Router-16,0.0267068+0.00166665+0.0014148,0.0297883,,,,,,,,,,,,,,,,,,,,,
Router-17,0.0267068+0.0014035+0.00141479,0.0295251,,,,,,,,,,,,,,,,,,,,,
Router-18,0.0267068+0.00180746+0.0014148,0.0299291,,,,,,,,,,,,,,,,,,,,,
Router-19,0.0267068+0.00153147+0.0014148,0.0296531,,,,,,,,,,,,,,,,,,,,,
Router-20,0.0267068+0.00165804+0.0014148,0.0297797,,,,,,,,,,,,,,,,,,,,,
Router-21,0.0267068+0.00170311+0.0014148,0.0298247,,,,,,,,,,,,,,,,,,,,,
Router-22,0.0267068+0.00162708+0.00141479,0.0297487,,,,,,,,,,,,,,,,,,,,,
Router-23,0.0267068+0.0016381+0.0014148,0.0297597,,,,,,,,,,,,,,,,,,,,,
Router-24,0.0267068+0.00177625+0.0014148,0.0298979,,,,,,,,,,,,,,,,,,,,,
Router-25,0.0267068+0.00170955+0.0014148,0.0298312,,,,,,,,,,,,,,,,,,,,,
Router-26,0.0267068+0.00164838+0.0014148,0.02977,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Internal Reports:,,,,,,,,,,,,,,,,,,,,,,,
Total Number of Detected Flits:		34787 ( Header: 6959 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 at 8000,,,,,,,,,,,,,,,,,,,,,,,
 ,8000,,,,,,,,,,,,,,,,,,,,,,
Router-0,0.0267068+0.00219673+0.000848885,0.0297524,,,,,,,,,,,,,,,,,,,,,
Router-1,0.0267068+0.00243574+0.000848887,0.0299914,,,,,,,,,,,,,,,,,,,,,
Router-2,0.0267068+0.00239542+0.000848887,0.0299511,,,,,,,,,,,,,,,,,,,,,
Router-3,0.0267068+0.0022156+0.000848885,0.0297713,,,,,,,,,,,,,,,,,,,,,
Router-4,0.0267068+0.00275552+0.0014148,0.0308771,,,,,,,,,,,,,,,,,,,,,
Router-5,0.0267068+0.00264521+0.0014148,0.0307668,,,,,,,,,,,,,,,,,,,,,
Router-6,0.0267068+0.00233552+0.0014148,0.0304571,,,,,,,,,,,,,,,,,,,,,
Router-7,0.0267068+0.00276344+0.0014148,0.0308851,,,,,,,,,,,,,,,,,,,,,
Router-8,0.0267068+0.00270846+0.0014148,0.0308301,,,,,,,,,,,,,,,,,,,,,
Router-9,0.0267068+0.00250452+0.0014148,0.0306261,,,,,,,,,,,,,,,,,,,,,
Router-10,0.0267068+0.00264252+0.0014148,0.0307641,,,,,,,,,,,,,,,,,,,,,
Router-11,0.0267068+0.00257062+0.0014148,0.0306922,,,,,,,,,,,,,,,,,,,,,
Router-12,0.0267068+0.00158735+0.0014148,0.029709,,,,,,,,,,,,,,,,,,,,,
Router-13,0.0267068+0.00154479+0.0014148,0.0296664,,,,,,,,,,,,,,,,,,,,,
Router-14,0.0267068+0.00159826+0.0014148,0.0297199,,,,,,,,,,,,,,,,,,,,,
Router-15,0.0267068+0.00153859+0.0014148,0.0296602,,,,,,,,,,,,,,,,,,,,,
Router-16,0.0267068+0.00150295+0.0014148,0.0296246,,,,,,,,,,,,,,,,,,,,,
Router-17,0.0267068+0.00126525+0.00141479,0.0293869,,,,,,,,,,,,,,,,,,,,,
Router-18,0.0267068+0.00164715+0.0014148,0.0297688,,,,,,,,,,,,,,,,,,,,,
Router-19,0.0267068+0.00141356+0.0014148,0.0295352,,,,,,,,,,,,,,,,,,,,,
Router-20,0.0267068+0.00149324+0.0014148,0.0296149,,,,,,,,,,,,,,,,,,,,,
Router-21,0.0267068+0.00154797+0.0014148,0.0296696,,,,,,,,,,,,,,,,,,,,,
Router-22,0.0267068+0.00146746+0.00141479,0.0295891,,,,,,,,,,,,,,,,,,,,,
Router-23,0.0267068+0.00149853+0.0014148,0.0296202,,,,,,,,,,,,,,,,,,,,,
Router-24,0.0267068+0.00160543+0.0014148,0.029727,,,,,,,,,,,,,,,,,,,,,
Router-25,0.0267068+0.0015545+0.0014148,0.0296761,,,,,,,,,,,,,,,,,,,,,
Router-26,0.0267068+0.0015062+0.0014148,0.0296278,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Internal Reports:,,,,,,,,,,,,,,,,,,,,,,,
Total Number of Detected Flits:		36141 ( Header: 7229 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 at 9000,,,,,,,,,,,,,,,,,,,,,,,
 ,9000,,,,,,,,,,,,,,,,,,,,,,
Router-0,0.0267068+0.00208721+0.000848886,0.0296429,,,,,,,,,,,,,,,,,,,,,
Router-1,0.0267068+0.00222595+0.000848888,0.0297817,,,,,,,,,,,,,,,,,,,,,
Router-2,0.0267068+0.00219737+0.000848887,0.0297531,,,,,,,,,,,,,,,,,,,,,
Router-3,0.0267068+0.00209448+0.000848886,0.0296502,,,,,,,,,,,,,,,,,,,,,
Router-4,0.0267068+0.00253787+0.0014148,0.0306595,,,,,,,,,,,,,,,,,,,,,
Router-5,0.0267068+0.00244313+0.0014148,0.0305648,,,,,,,,,,,,,,,,,,,,,
Router-6,0.0267068+0.00217365+0.0014148,0.0302953,,,,,,,,,,,,,,,,,,,,,
Router-7,0.0267068+0.00256567+0.0014148,0.0306873,,,,,,,,,,,,,,,,,,,,,
Router-8,0.0267068+0.00250792+0.0014148,0.0306295,,,,,,,,,,,,,,,,,,,,,
Router-9,0.0267068+0.00231764+0.0014148,0.0304393,,,,,,,,,,,,,,,,,,,,,
Router-10,0.0267068+0.00245258+0.0014148,0.0305742,,,,,,,,,,,,,,,,,,,,,
Router-11,0.0267068+0.00238914+0.0014148,0.0305108,,,,,,,,,,,,,,,,,,,,,
Router-12,0.0267068+0.00146269+0.0014148,0.0295843,,,,,,,,,,,,,,,,,,,,,
Router-13,0.0267068+0.00142238+0.0014148,0.029544,,,,,,,,,,,,,,,,,,,,,
Router-14,0.0267068+0.00148565+0.0014148,0.0296073,,,,,,,,,,,,,,,,,,,,,
Router-15,0.0267068+0.00142598+0.0014148,0.0295476,,,,,,,,,,,,,,,,,,,,,
Router-16,0.0267068+0.00138067+0.0014148,0.0295023,,,,,,,,,,,,,,,,,,,,,
Router-17,0.0267068+0.00120321+0.0014148,0.0293248,,,,,,,,,,,,,,,,,,,,,
Router-18,0.0267068+0.00151507+0.0014148,0.0296367,,,,,,,,,,,,,,,,,,,,,
Router-19,0.0267068+0.00130742+0.0014148,0.029429,,,,,,,,,,,,,,,,,,,,,
Router-20,0.0267068+0.00139889+0.0014148,0.0295205,,,,,,,,,,,,,,,,,,,,,
Router-21,0.0267068+0.00141525+0.0014148,0.0295369,,,,,,,,,,,,,,,,,,,,,
Router-22,0.0267068+0.00135029+0.0014148,0.0294719,,,,,,,,,,,,,,,,,,,,,
Router-23,0.0267068+0.00140474+0.0014148,0.0295264,,,,,,,,,,,,,,,,,,,,,
Router-24,0.0267068+0.00145272+0.0014148,0.0295743,,,,,,,,,,,,,,,,,,,,,
Router-25,0.0267068+0.00143934+0.0014148,0.029561,,,,,,,,,,,,,,,,,,,,,
Router-26,0.0267068+0.00138557+0.0014148,0.0295072,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Internal Reports:,,,,,,,,,,,,,,,,,,,,,,,
Total Number of Detected Flits:		37671 ( Header: 7538 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 at 4000,,,,,,,,,,,,,,,,,,,,,,,
 ,4000,,,,,,,,,,,,,,,,,,,,,,
Router-0,0.0267068+0.00540921+0.000848888,0.0329649,,,,,,,,,,,,,,,,,,,,,
Router-1,0.0267068+0.0058594+0.00084889,0.0334151,,,,,,,,,,,,,,,,,,,,,
Router-2,0.0267068+0.00582224+0.00084889,0.033378,,,,,,,,,,,,,,,,,,,,,
Router-3,0.0267068+0.00537984+0.000848888,0.0329356,,,,,,,,,,,,,,,,,,,,,
Router-4,0.0267068+0.00666698+0.0014148,0.0347886,,,,,,,,,,,,,,,,,,,,,
Router-5,0.0267068+0.00639396+0.0014148,0.0345156,,,,,,,,,,,,,,,,,,,,,
Router-6,0.0267068+0.00575178+0.0014148,0.0338734,,,,,,,,,,,,,,,,,,,,,
Router-7,0.0267068+0.00667118+0.0014148,0.0347928,,,,,,,,,,,,,,,,,,,,,
Router-8,0.0267068+0.00667344+0.0014148,0.0347951,,,,,,,,,,,,,,,,,,,,,
Router-9,0.0267068+0.00600603+0.0014148,0.0341277,,,,,,,,,,,,,,,,,,,,,
Router-10,0.0267068+0.00624146+0.0014148,0.0343631,,,,,,,,,,,,,,,,,,,,,
Router-11,0.0267068+0.0062958+0.0014148,0.0344174,,,,,,,,,,,,,,,,,,,,,
Router-12,0.0267068+0.003712+0.0014148,0.0318336,,,,,,,,,,,,,,,,,,,,,
Router-13,0.0267068+0.00365569+0.0014148,0.0317773,,,,,,,,,,,,,,,,,,,,,
Router-14,0.0267068+0.0039736+0.0014148,0.0320952,,,,,,,,,,,,,,,,,,,,,
Router-15,0.0267068+0.00386564+0.0014148,0.0319873,,,,,,,,,,,,,,,,,,,,,
Router-16,0.0267068+0.00373312+0.0014148,0.0318547,,,,,,,,,,,,,,,,,,,,,
Router-17,0.0267068+0.00314653+0.0014148,0.0312682,,,,,,,,,,,,,,,,,,,,,
Router-18,0.0267068+0.003905+0.0014148,0.0320266,,,,,,,,,,,,,,,,,,,,,
Router-19,0.0267068+0.00340441+0.0014148,0.031526,,,,,,,,,,,,,,,,,,,,,
Router-20,0.0267068+0.00370301+0.0014148,0.0318246,,,,,,,,,,,,,,,,,,,,,
Router-21,0.0267068+0.00367297+0.0014148,0.0317946,,,,,,,,,,,,,,,,,,,,,
Router-22,0.0267068+0.00360958+0.0014148,0.0317312,,,,,,,,,,,,,,,,,,,,,
Router-23,0.0267068+0.00362938+0.0014148,0.031751,,,,,,,,,,,,,,,,,,,,,
Router-24,0.0267068+0.00368943+0.0014148,0.0318111,,,,,,,,,,,,,,,,,,,,,
