Router-0=0.033318+0.00153499=0.034853
Router-24=0.033318+0.00257469=0.0358927
Router-25=0.033318+0.0035314=0.0368494
Router-26=0.033318+0.00266752=0.0359856
Router-27=0.033318+0.00267196=0.03599
Router-28=0.033318+0.00207199=0.03539
Router-29=0.033318+0.0028358=0.0361538
Router-30=0.033318+0.00246387=0.0357819
Router-31=0.033318+0.00186182=0.0351799
Router-32=0.033318+0.00199118=0.0353092
Router-33=0.033318+0.00215621=0.0354743
Router-34=0.033318+0.00219064=0.0355087
Router-35=0.033318+0.00156736=0.0348854
Router-36=0.033318+0.00282892=0.036147
Router-37=0.033318+0.00277514=0.0360932
Router-38=0.033318+0.00287012=0.0361882
Router-39=0.033318+0.00220181=0.0355199
Router-40=0.033318+0.00342423=0.0367423
Router-41=0.033318+0.00388342=0.0372015
Router-42=0.033318+0.00402294=0.037341
Router-43=0.033318+0.00297945=0.0362975
Router-44=0.033318+0.00353486=0.0368529
Router-45=0.033318+0.00400034=0.0373184
Router-46=0.033318+0.00409434=0.0374124
Router-47=0.033318+0.0033181=0.0366361
Router-48=0.033318+0.00374439=0.0370624
Router-49=0.033318+0.00421999=0.037538
Router-50=0.033318+0.00435809=0.0376761
Router-51=0.033318+0.00360337=0.0369214
Router-52=0.033318+0.00339626=0.0367143
Router-53=0.033318+0.00414645=0.0374645
Router-54=0.033318+0.00369945=0.0370175
Router-55=0.033318+0.00341347=0.0367315
Router-56=0.033318+0.00271104=0.0360291
Router-57=0.033318+0.00359027=0.0369083
Router-58=0.033318+0.00320916=0.0365272
Router-59=0.033318+0.00279067=0.0361087
Router-60=0.033318+0.00203898=0.035357
Router-61=0.033318+0.00249885=0.0358169
Router-62=0.033318+0.00248075=0.0357988
Router-63=0.033318+0.00185484=0.0351729
Router-0=0.033318+0.0018404=0.0351584
Router-1=0.033318+0.00247156=0.0357896
Router-2=0.033318+0.00232437=0.0356424
Router-3=0.033318+0.0018937=0.0352117
Router-4=0.033318+0.00263384=0.0359519
Router-5=0.033318+0.00310511=0.0364232
Router-6=0.033318+0.00328277=0.0366008
Router-7=0.033318+0.00279325=0.0361113
Router-8=0.033318+0.0031651=0.0364831
Router-9=0.033318+0.00369479=0.0370128
Router-10=0.033318+0.00376105=0.0370791
Router-11=0.033318+0.00315287=0.0364709
Router-12=0.033318+0.0037202=0.0370382
Router-13=0.033318+0.00407824=0.0373963
Router-14=0.033318+0.00412262=0.0374407
Router-15=0.033318+0.00358171=0.0368998
Router-16=0.033318+0.00383506=0.0371531
Router-17=0.033318+0.00431381=0.0376319
Router-18=0.033318+0.00421122=0.0375293
Router-19=0.033318+0.00340272=0.0367208
Router-20=0.033318+0.00344623=0.0367643
Router-21=0.033318+0.00407836=0.0373964
Router-22=0.033318+0.00364188=0.0369599
Router-23=0.033318+0.00311884=0.0364369
Router-24=0.033318+0.00270672=0.0360248
Router-25=0.033318+0.00330972=0.0366278
Router-26=0.033318+0.00277235=0.0360904
Router-27=0.033318+0.00269711=0.0360152
Router-28=0.033318+0.00202214=0.0353402
Router-29=0.033318+0.00274397=0.036062
Router-30=0.033318+0.00239504=0.0357131
Router-31=0.033318+0.00183624=0.0351543
Router-32=0.033318+0.00182997=0.035148
Router-33=0.033318+0.00214182=0.0354599
Router-34=0.033318+0.00214894=0.035467
Router-35=0.033318+0.00172852=0.0350466
Router-36=0.033318+0.00285568=0.0361737
Router-37=0.033318+0.00300112=0.0363192
Router-38=0.033318+0.00293291=0.036251
Router-39=0.033318+0.002261=0.035579
Router-40=0.033318+0.00343051=0.0367486
Router-41=0.033318+0.00408545=0.0374035
Router-42=0.033318+0.00391966=0.0372377
Router-43=0.033318+0.00289443=0.0362125
Router-44=0.033318+0.00365919=0.0369772
Router-45=0.033318+0.00432987=0.0376479
Router-46=0.033318+0.00417603=0.0374941
Router-47=0.033318+0.0033571=0.0366751
Router-48=0.033318+0.0036483=0.0369663
Router-49=0.033318+0.00421289=0.0375309
Router-50=0.033318+0.00425073=0.0375688
Router-51=0.033318+0.00345168=0.0367697
Router-52=0.033318+0.00329304=0.0366111
Router-53=0.033318+0.00397923=0.0372973
Router-54=0.033318+0.00380903=0.0371271
Router-55=0.033318+0.00319437=0.0365124
Router-56=0.033318+0.00268188=0.0359999
Router-57=0.033318+0.00345364=0.0367717
Router-58=0.033318+0.00325068=0.0365687
Router-59=0.033318+0.00285247=0.0361705
Router-60=0.033318+0.00202473=0.0353428
Router-61=0.033318+0.00245581=0.0357739
Router-62=0.033318+0.00242679=0.0357448
Router-63=0.033318+0.00192136=0.0352394
Router-0=0.033318+0.00188375=0.0352018
Router-1=0.033318+0.00235722=0.0356753
Router-2=0.033318+0.00224859=0.0355666
Router-3=0.033318+0.00179624=0.0351143
Router-4=0.033318+0.00280011=0.0361181
Router-5=0.033318+0.00295116=0.0362692
Router-6=0.033318+0.00321005=0.0365281
Router-7=0.033318+0.00272998=0.036048
Router-8=0.033318+0.00339344=0.0367115
Router-9=0.033318+0.0038363=0.0371543
Router-10=0.033318+0.00403336=0.0373514
Router-11=0.033318+0.00336987=0.0366879
Router-12=0.033318+0.00372688=0.0370449
Router-13=0.033318+0.00388962=0.0372077
Router-14=0.033318+0.00417231=0.0374904
Router-15=0.033318+0.00373544=0.0370535
Router-16=0.033318+0.00380202=0.0371201
Router-17=0.033318+0.00407133=0.0373894
Router-18=0.033318+0.00430482=0.0376229
Router-19=0.033318+0.00349642=0.0368145
Router-20=0.033318+0.00348388=0.0368019
Router-21=0.033318+0.00388373=0.0372018
Router-22=0.033318+0.00390194=0.03722
Router-23=0.033318+0.00341329=0.0367313
Router-24=0.033318+0.00278755=0.0361056
Router-25=0.033318+0.00318679=0.0365048
Router-26=0.033318+0.00309909=0.0364171
Router-27=0.033318+0.00287112=0.0361892
Router-28=0.033318+0.00196865=0.0352867
Router-29=0.033318+0.00255046=0.0358685
Router-30=0.033318+0.00244=0.035758
Router-31=0.033318+0.00203447=0.0353525
Router-32=0.033318+0.00177343=0.0350915
Router-33=0.033318+0.00231933=0.0356374
Router-34=0.033318+0.00225128=0.0355693
Router-35=0.033318+0.00187253=0.0351906
Router-36=0.033318+0.00290338=0.0362214
Router-37=0.033318+0.00314411=0.0364622
Router-38=0.033318+0.00314139=0.0364594
Router-39=0.033318+0.00251707=0.0358351
Router-40=0.033318+0.00357642=0.0368945
Router-41=0.033318+0.0041873=0.0375053
Router-42=0.033318+0.00401873=0.0373368
Router-43=0.033318+0.00312278=0.0364408
Router-44=0.033318+0.00361533=0.0369334
Router-45=0.033318+0.004279=0.037597
Router-46=0.033318+0.00412382=0.0374419
Router-47=0.033318+0.00368828=0.0370063
Router-48=0.033318+0.00360108=0.0369191
Router-49=0.033318+0.00427258=0.0375906
Router-50=0.033318+0.00409222=0.0374103
Router-51=0.033318+0.00370837=0.0370264
Router-52=0.033318+0.00324578=0.0365638
Router-53=0.033318+0.00394604=0.0372641
Router-54=0.033318+0.00370984=0.0370279
Router-55=0.033318+0.00333406=0.0366521
Router-56=0.033318+0.00276943=0.0360875
Router-57=0.033318+0.00346321=0.0367813
Router-58=0.033318+0.0032553=0.0365733
Router-59=0.033318+0.00285207=0.0361701
Router-60=0.033318+0.00206124=0.0353793
Router-61=0.033318+0.00258691=0.035905
Router-62=0.033318+0.00254537=0.0358634
Router-63=0.033318+0.00202825=0.0353463
Router-0=0.033318+0.00190157=0.0352196
Router-1=0.033318+0.00230103=0.0356191
Router-2=0.033318+0.0021641=0.0354821
Router-3=0.033318+0.00172828=0.0350463
Router-4=0.033318+0.00282179=0.0361398
Router-5=0.033318+0.00306538=0.0363834
Router-6=0.033318+0.00322461=0.0365427
Router-7=0.033318+0.00271945=0.0360375
Router-8=0.033318+0.00342671=0.0367448
Router-9=0.033318+0.00404559=0.0373636
Router-10=0.033318+0.00408156=0.0373996
Router-11=0.033318+0.00346587=0.0367839
Router-12=0.033318+0.00379093=0.037109
Router-13=0.033318+0.00413333=0.0374514
Router-14=0.033318+0.00431717=0.0376352
Router-15=0.033318+0.00377499=0.037093
Router-16=0.033318+0.00392788=0.0372459
Router-17=0.033318+0.00426302=0.0375811
Router-18=0.033318+0.0043714=0.0376894
Router-19=0.033318+0.00355577=0.0368738
Router-20=0.033318+0.00340376=0.0367218
Router-21=0.033318+0.00385955=0.0371776
Router-22=0.033318+0.00398837=0.0373064
Router-23=0.033318+0.00337681=0.0366949
Router-24=0.033318+0.00276267=0.0360807
Router-25=0.033318+0.00317573=0.0364938
Router-26=0.033318+0.00315013=0.0364682
Router-27=0.033318+0.00280906=0.0361271
Router-28=0.033318+0.00181483=0.0351329
Router-29=0.033318+0.00250204=0.0358201
Router-30=0.033318+0.00247383=0.0357919
Router-31=0.033318+0.00201315=0.0353312
Router-32=0.033318+0.00179692=0.035115
Router-33=0.033318+0.00232274=0.0356408
Router-34=0.033318+0.00233864=0.0356567
Router-35=0.033318+0.00186041=0.0351785
Router-36=0.033318+0.0029094=0.0362274
Router-37=0.033318+0.00319581=0.0365139
Router-38=0.033318+0.00310594=0.036424
Router-39=0.033318+0.00258714=0.0359052
Router-40=0.033318+0.00345539=0.0367734
Router-41=0.033318+0.00407875=0.0373968
Router-42=0.033318+0.00394254=0.0372606
Router-43=0.033318+0.00331535=0.0366334
Router-44=0.033318+0.00360876=0.0369268
Router-45=0.033318+0.00437981=0.0376979
Router-46=0.033318+0.00403757=0.0373556
Router-47=0.033318+0.00374679=0.0370648
Router-48=0.033318+0.00362407=0.0369421
Router-49=0.033318+0.00452407=0.0378421
Router-50=0.033318+0.00412235=0.0374404
Router-51=0.033318+0.00381871=0.0371367
Router-52=0.033318+0.00317404=0.0364921
Router-53=0.033318+0.00405872=0.0373768
Router-54=0.033318+0.00376769=0.0370857
Router-55=0.033318+0.00344908=0.0367671
Router-56=0.033318+0.00272349=0.0360415
Router-57=0.033318+0.00340654=0.0367246
Router-58=0.033318+0.00318481=0.0365029
Router-59=0.033318+0.00289897=0.036217
Router-60=0.033318+0.00195537=0.0352734
Router-61=0.033318+0.00254977=0.0358678
Router-62=0.033318+0.0025938=0.0359118
Router-63=0.033318+0.00213546=0.0354535
Router-0=0.033318+0.00195664=0.0352747
Router-1=0.033318+0.00239517=0.0357132
Router-2=0.033318+0.00222688=0.0355449
Router-3=0.033318+0.00182889=0.0351469
Router-4=0.033318+0.00283811=0.0361562
Router-5=0.033318+0.00317338=0.0364914
Router-6=0.033318+0.00323706=0.0365551
Router-7=0.033318+0.00274547=0.0360635
Router-8=0.033318+0.00353925=0.0368573
Router-9=0.033318+0.0041447=0.0374627
Router-10=0.033318+0.00401462=0.0373327
Router-11=0.033318+0.00347391=0.0367919
Router-12=0.033318+0.00375731=0.0370754
Router-13=0.033318+0.00413682=0.0374549
Router-14=0.033318+0.00422055=0.0375386
Router-15=0.033318+0.00363973=0.0369578
Router-16=0.033318+0.00388286=0.0372009
Router-17=0.033318+0.00415933=0.0374774
Router-18=0.033318+0.00434913=0.0376672
Router-19=0.033318+0.00356804=0.0368861
Router-20=0.033318+0.0033214=0.0366394
Router-21=0.033318+0.00382749=0.0371455
Router-22=0.033318+0.00405984=0.0373779
Router-23=0.033318+0.00344202=0.0367601
Router-24=0.033318+0.00276947=0.0360875
Router-25=0.033318+0.00316447=0.0364825
Router-26=0.033318+0.00329663=0.0366147
Router-27=0.033318+0.00286051=0.0361786
Router-28=0.033318+0.00183713=0.0351552
Router-29=0.033318+0.00248121=0.0357993
Router-30=0.033318+0.00252563=0.0358437
Router-31=0.033318+0.00202013=0.0353382
Router-32=0.033318+0.00184891=0.035167
Router-33=0.033318+0.00240185=0.0357199
Router-34=0.033318+0.00236499=0.035683
Router-35=0.033318+0.00196402=0.0352821
Router-36=0.033318+0.00292924=0.0362473
Router-37=0.033318+0.00320063=0.0365187
Router-38=0.033318+0.00332=0.036638
Router-39=0.033318+0.00265421=0.0359723
Router-40=0.033318+0.00350785=0.0368259
Router-41=0.033318+0.00394161=0.0372597
Router-42=0.033318+0.00404809=0.0373661
Router-43=0.033318+0.00334797=0.036666
Router-44=0.033318+0.00366068=0.0369787
Router-45=0.033318+0.00429513=0.0376132
Router-46=0.033318+0.0041626=0.0374806
Router-47=0.033318+0.00386123=0.0371793
Router-48=0.033318+0.00359902=0.0369171
Router-49=0.033318+0.00447559=0.0377936
Router-50=0.033318+0.00428784=0.0376059
Router-51=0.033318+0.00389452=0.0372126
Router-52=0.033318+0.00313669=0.0364547
Router-53=0.033318+0.00401975=0.0373378
Router-54=0.033318+0.00384371=0.0371618
Router-55=0.033318+0.00357305=0.0368911
Router-56=0.033318+0.00275734=0.0360754
Router-57=0.033318+0.00342248=0.0367405
Router-58=0.033318+0.00333745=0.0366555
Router-59=0.033318+0.00304916=0.0363672
Router-60=0.033318+0.00197303=0.0352911
Router-61=0.033318+0.00258369=0.0359017
Router-62=0.033318+0.00257653=0.0358946
Router-63=0.033318+0.00217504=0.0354931
Router-0=0.033318+0.00203149=0.0353495
Router-1=0.033318+0.00246929=0.0357873
Router-2=0.033318+0.00234868=0.0356667
Router-3=0.033318+0.00185482=0.0351729
Router-4=0.033318+0.00287808=0.0361961
Router-5=0.033318+0.00322947=0.0365475
Router-6=0.033318+0.00323877=0.0365568
Router-7=0.033318+0.00278256=0.0361006
Router-8=0.033318+0.00355304=0.0368711
Router-9=0.033318+0.00413974=0.0374578
Router-10=0.033318+0.00392759=0.0372456
Router-11=0.033318+0.00347146=0.0367895
Router-12=0.033318+0.00380031=0.0371184
Router-13=0.033318+0.00419002=0.0375081
Router-14=0.033318+0.00414407=0.0374621
Router-15=0.033318+0.00365507=0.0369731
Router-16=0.033318+0.00387274=0.0371908
Router-17=0.033318+0.0042897=0.0376077
Router-18=0.033318+0.00434878=0.0376668
Router-19=0.033318+0.00368904=0.0370071
Router-20=0.033318+0.00326613=0.0365842
Router-21=0.033318+0.00390403=0.0372221
Router-22=0.033318+0.00394976=0.0372678
Router-23=0.033318+0.00347736=0.0367954
Router-24=0.033318+0.00269629=0.0360143
Router-25=0.033318+0.00321371=0.0365318
Router-26=0.033318+0.00321619=0.0365342
Router-27=0.033318+0.00287142=0.0361895
Router-28=0.033318+0.0018199=0.0351379
Router-29=0.033318+0.00255373=0.0358718
Router-30=0.033318+0.00245267=0.0357707
Router-31=0.033318+0.00205989=0.0353779
Router-32=0.033318+0.00187826=0.0351963
Router-33=0.033318+0.00239122=0.0357093
Router-34=0.033318+0.00238479=0.0357028
Router-35=0.033318+0.00195838=0.0352764
Router-36=0.033318+0.00287463=0.0361927
Router-37=0.033318+0.00310694=0.036425
Router-38=0.033318+0.00324979=0.0365678
Router-39=0.033318+0.00266968=0.0359877
Router-40=0.033318+0.00350909=0.0368271
Router-41=0.033318+0.00391784=0.0372359
Router-42=0.033318+0.00408561=0.0374037
Router-43=0.033318+0.00337311=0.0366912
Router-44=0.033318+0.00373078=0.0370488
Router-45=0.033318+0.00417696=0.037495
Router-46=0.033318+0.00418229=0.0375003
Router-47=0.033318+0.00391618=0.0372342
Router-48=0.033318+0.00365974=0.0369778
Router-49=0.033318+0.00441218=0.0377302
Router-50=0.033318+0.00425775=0.0375758
Router-51=0.033318+0.00393552=0.0372536
Router-52=0.033318+0.00315064=0.0364687
Router-53=0.033318+0.00395061=0.0372687
Router-54=0.033318+0.00378357=0.0371016
Router-55=0.033318+0.00352567=0.0368437
Router-56=0.033318+0.00267599=0.035994
Router-57=0.033318+0.00335177=0.0366698
Router-58=0.033318+0.00331884=0.0366369
Router-59=0.033318+0.0029757=0.0362937
Router-60=0.033318+0.00201187=0.0353299
Router-61=0.033318+0.00264315=0.0359612
Router-62=0.033318+0.00257977=0.0358978
Router-63=0.033318+0.00215779=0.0354758
Router-0=0.033318+0.00203888=0.0353569
Router-1=0.033318+0.00251036=0.0358284
Router-2=0.033318+0.0023579=0.0356759
Router-3=0.033318+0.0018602=0.0351782
Router-4=0.033318+0.00291403=0.0362321
Router-5=0.033318+0.00326275=0.0365808
Router-6=0.033318+0.00320422=0.0365223
Router-7=0.033318+0.00288865=0.0362067
Router-8=0.033318+0.00357356=0.0368916
Router-9=0.033318+0.00404128=0.0373593
Router-10=0.033318+0.00388522=0.0372033
Router-11=0.033318+0.00360074=0.0369188
Router-12=0.033318+0.0038307=0.0371487
Router-13=0.033318+0.00414215=0.0374602
Router-14=0.033318+0.00413202=0.0374501
Router-15=0.033318+0.00374688=0.0370649
Router-16=0.033318+0.00388038=0.0371984
Router-17=0.033318+0.00414472=0.0374628
Router-18=0.033318+0.00421504=0.0375331
Router-19=0.033318+0.00366218=0.0369802
Router-20=0.033318+0.00327298=0.036591
Router-21=0.033318+0.00382214=0.0371402
Router-22=0.033318+0.00384965=0.0371677
Router-23=0.033318+0.00338794=0.036706
Router-24=0.033318+0.00276862=0.0360867
Router-25=0.033318+0.00319751=0.0365156
Router-26=0.033318+0.00320907=0.0365271
Router-27=0.033318+0.00283902=0.0361571
Router-28=0.033318+0.0018117=0.0351297
Router-29=0.033318+0.00256831=0.0358864
Router-30=0.033318+0.0024632=0.0357812
Router-31=0.033318+0.00200669=0.0353247
Router-32=0.033318+0.00185369=0.0351717
Router-33=0.033318+0.00234592=0.035664
Router-34=0.033318+0.00235938=0.0356774
Router-35=0.033318+0.0019251=0.0352431
Router-36=0.033318+0.00289563=0.0362137
Router-37=0.033318+0.0031362=0.0364542
Router-38=0.033318+0.003286=0.036604
Router-39=0.033318+0.00279174=0.0361098
Router-40=0.033318+0.00340182=0.0367199
Router-41=0.033318+0.00388249=0.0372005
Router-42=0.033318+0.00403993=0.037358
Router-43=0.033318+0.00336211=0.0366802
Router-44=0.033318+0.00365493=0.036973
Router-45=0.033318+0.0042163=0.0375343
Router-46=0.033318+0.00423931=0.0375574
Router-47=0.033318+0.00388447=0.0372025
Router-48=0.033318+0.00355445=0.0368725
Router-49=0.033318+0.00435163=0.0376697
Router-50=0.033318+0.00427121=0.0375893
Router-51=0.033318+0.00384316=0.0371612
Router-52=0.033318+0.0030692=0.0363872
Router-53=0.033318+0.00381763=0.0371357
Router-54=0.033318+0.00378065=0.0370987
Router-55=0.033318+0.0034879=0.0368059
Router-56=0.033318+0.00273127=0.0360493
Router-57=0.033318+0.00335391=0.0366719
Router-58=0.033318+0.00334772=0.0366658
Router-59=0.033318+0.00305074=0.0363688
Router-60=0.033318+0.0019606=0.0352786
Router-61=0.033318+0.00257993=0.035898
Router-62=0.033318+0.00254539=0.0358634
Router-63=0.033318+0.0022313=0.0355493
Router-0=0.033318+0.00199433=0.0353124
Router-1=0.033318+0.00245408=0.0357721
Router-2=0.033318+0.00231782=0.0356359
Router-3=0.033318+0.0018609=0.0351789
Router-4=0.033318+0.00298049=0.0362985
Router-5=0.033318+0.00333723=0.0366553
Router-6=0.033318+0.00326429=0.0365823
Router-7=0.033318+0.00288642=0.0362045
Router-8=0.033318+0.00358588=0.0369039
Router-9=0.033318+0.00403225=0.0373503
Router-10=0.033318+0.00395196=0.03727
Router-11=0.033318+0.00352131=0.0368394
Router-12=0.033318+0.00376778=0.0370858
Router-13=0.033318+0.00412178=0.0374398
Router-14=0.033318+0.00412529=0.0374433
Router-15=0.033318+0.00360902=0.0369271
Router-16=0.033318+0.00380588=0.0371239
Router-17=0.033318+0.00408203=0.0374001
Router-18=0.033318+0.00414407=0.0374621
Router-19=0.033318+0.00349951=0.0368175
Router-20=0.033318+0.00329784=0.0366159
Router-21=0.033318+0.00385335=0.0371714
Router-22=0.033318+0.00391398=0.037232
Router-23=0.033318+0.00327745=0.0365955
Router-24=0.033318+0.00273584=0.0360539
Router-25=0.033318+0.00319277=0.0365108
Router-26=0.033318+0.0032575=0.0365755
Router-27=0.033318+0.00278098=0.036099
Router-28=0.033318+0.00181008=0.0351281
Router-29=0.033318+0.00252419=0.0358422
Router-30=0.033318+0.00245477=0.0357728
Router-31=0.033318+0.00190373=0.0352218
Router-32=0.033318+0.00181753=0.0351356
Router-33=0.033318+0.00240677=0.0357248
Router-34=0.033318+0.00238789=0.0357059
Router-35=0.033318+0.00192776=0.0352458
Router-36=0.033318+0.00289341=0.0362114
Router-37=0.033318+0.00322315=0.0365412
Router-38=0.033318+0.00332637=0.0366444
Router-39=0.033318+0.00282207=0.0361401
Router-40=0.033318+0.00334679=0.0366648
Router-41=0.033318+0.00389414=0.0372122
Router-42=0.033318+0.00405814=0.0373762
Router-43=0.033318+0.00340182=0.0367199
Router-44=0.033318+0.00360367=0.0369217
Router-45=0.033318+0.00430655=0.0376246
Router-46=0.033318+0.00423426=0.0375523
Router-47=0.033318+0.00392359=0.0372416
Router-48=0.033318+0.00351356=0.0368316
Router-49=0.033318+0.00439103=0.0377091
Router-50=0.033318+0.00428248=0.0376005
Router-51=0.033318+0.0038932=0.0372112
Router-52=0.033318+0.00306506=0.0363831
Router-53=0.033318+0.00389487=0.0372129
Router-54=0.033318+0.00386712=0.0371852
Router-55=0.033318+0.00353729=0.0368553
Router-56=0.033318+0.00266975=0.0359878
Router-57=0.033318+0.00339627=0.0367143
Router-58=0.033318+0.00344881=0.0367669
Router-59=0.033318+0.00307151=0.0363896
Router-60=0.033318+0.00191376=0.0352318
Router-61=0.033318+0.00261522=0.0359333
Router-62=0.033318+0.00259515=0.0359132
Router-63=0.033318+0.00217748=0.0354955
Router-0=0.033318+0.0019573=0.0352753
Router-1=0.033318+0.00241413=0.0357322
Router-2=0.033318+0.00233915=0.0356572
Router-3=0.033318+0.0018943=0.0352123
Router-4=0.033318+0.00289474=0.0362128
Router-5=0.033318+0.00332277=0.0366408
Router-6=0.033318+0.00325326=0.0365713
Router-7=0.033318+0.00292908=0.0362471
Router-8=0.033318+0.00352332=0.0368414
Router-9=0.033318+0.0039894=0.0373074
Router-10=0.033318+0.00394561=0.0372637
Router-11=0.033318+0.00349741=0.0368155
Router-12=0.033318+0.00371815=0.0370362
Router-13=0.033318+0.00410971=0.0374278
Router-14=0.033318+0.00416963=0.0374877
Router-15=0.033318+0.00358522=0.0369033
Router-16=0.033318+0.00381462=0.0371327
Router-17=0.033318+0.00407494=0.037393
Router-18=0.033318+0.00425223=0.0375703
Router-19=0.033318+0.00344696=0.036765
Router-20=0.033318+0.00331824=0.0366363
Router-21=0.033318+0.00385951=0.0371776
Router-22=0.033318+0.00399724=0.0373153
Router-23=0.033318+0.00321843=0.0365365
Router-24=0.033318+0.00275956=0.0360776
Router-25=0.033318+0.00317255=0.0364906
Router-26=0.033318+0.00331956=0.0366376
Router-27=0.033318+0.00272319=0.0360412
Router-28=0.033318+0.00182258=0.0351406
Router-29=0.033318+0.00248557=0.0358036
Router-30=0.033318+0.00247299=0.035791
Router-31=0.033318+0.00188907=0.0352071
Router-32=0.033318+0.00182243=0.0351405
Router-33=0.033318+0.00237809=0.0356961
Router-34=0.033318+0.00236039=0.0356784
Router-35=0.033318+0.00188572=0.0352038
Router-36=0.033318+0.00286772=0.0361858
Router-37=0.033318+0.00326641=0.0365845
Router-38=0.033318+0.00332142=0.0366395
Router-39=0.033318+0.00281779=0.0361358
Router-40=0.033318+0.00331808=0.0366361
Router-41=0.033318+0.00388604=0.0372041
Router-42=0.033318+0.00398942=0.0373075
Router-43=0.033318+0.00332315=0.0366412
Router-44=0.033318+0.00357935=0.0368974
Router-45=0.033318+0.00426023=0.0375783
Router-46=0.033318+0.00423138=0.0375494
Router-47=0.033318+0.00383588=0.0371539
Router-48=0.033318+0.00354381=0.0368619
Router-49=0.033318+0.00444306=0.0377611
Router-50=0.033318+0.00426419=0.0375822
Router-51=0.033318+0.00381634=0.0371344
Router-52=0.033318+0.00308811=0.0364062
Router-53=0.033318+0.00393759=0.0372556
Router-54=0.033318+0.00381591=0.037134
Router-55=0.033318+0.00347852=0.0367966
Router-56=0.033318+0.00271937=0.0360374
Router-57=0.033318+0.00344748=0.0367655
Router-58=0.033318+0.00345347=0.0367715
Router-59=0.033318+0.00302523=0.0363433
Router-60=0.033318+0.00193873=0.0352568
