The power Details of router and TSV links ,,,
,,,
	 ,,,
 	 at 4000,,,
  	 ,,,
power time ,,,
Router-18,0.0267068+0.00489274+0.0014148,0.0330144,33.0144
Router-19,0.0267068+0.00442971+0.0014148,0.0325513,32.5513
Router-20,0.0267068+0.00445037+0.0014148,0.032572,32.572
Router-21,0.0267068+0.00467174+0.0014148,0.0327934,32.7934
Router-22,0.0267068+0.00461901+0.0014148,0.0327406,32.7406
Router-23,0.0267068+0.00486039+0.0014148,0.032982,32.982
Router-24,0.0267068+0.00456723+0.0014148,0.0326889,32.6889
Router-25,0.0267068+0.00450242+0.0014148,0.032624,32.624
Router-26,0.0267068+0.00430142+0.0014148,0.032423,32.423
,,,0
Internal Reports:,,,0
Total Number of Detected Flits:		82249 ( Header: 16454 ),,,0
,,,0
	 ,,,0
 	 at 4000,,,0
  	 ,,,0
power time ,,,0
,4000,,0
Router-0,0.0267068+0.0117239+0.000848905,0.0392796,39.2796
Router-1,0.0267068+0.0118397+0.000848906,0.0393954,39.3954
Router-2,0.0267068+0.0120307+0.000848907,0.0395864,39.5864
Router-3,0.0267068+0.0115627+0.000848904,0.0391185,39.1185
Router-4,0.0267068+0.0139057+0.00141482,0.0420274,42.0274
Router-5,0.0267068+0.0129887+0.00141481,0.0411103,41.1103
Router-6,0.0267068+0.012494+0.00141481,0.0406157,40.6157
Router-7,0.0267068+0.0137701+0.00141482,0.0418917,41.8917
Router-8,0.0267068+0.0139466+0.00141482,0.0420682,42.0682
Router-9,0.0267068+0.0131752+0.00141482,0.0412969,41.2969
Router-10,0.0267068+0.0128657+0.00141482,0.0409873,40.9873
Router-11,0.0267068+0.0128884+0.00141482,0.04101,41.01
Router-12,0.0267068+0.00791553+0.0014148,0.0360372,36.0372
Router-13,0.0267068+0.00738054+0.0014148,0.0355022,35.5022
Router-14,0.0267068+0.00769745+0.0014148,0.0358191,35.8191
Router-15,0.0267068+0.00793739+0.0014148,0.036059,36.059
Router-16,0.0267068+0.00789298+0.0014148,0.0360146,36.0146
Router-17,0.0267068+0.00670159+0.0014148,0.0348232,34.8232
Router-18,0.0267068+0.00805491+0.00141481,0.0361765,36.1765
Router-19,0.0267068+0.00731229+0.0014148,0.0354339,35.4339
Router-20,0.0267068+0.00753664+0.0014148,0.0356583,35.6583
Router-21,0.0267068+0.00777008+0.00141481,0.0358917,35.8917
Router-22,0.0267068+0.00784728+0.0014148,0.0359689,35.9689
Router-23,0.0267068+0.00809592+0.0014148,0.0362176,36.2176
Router-24,0.0267068+0.00753775+0.00141481,0.0356594,35.6594
Router-25,0.0267068+0.00748157+0.0014148,0.0356032,35.6032
Router-26,0.0267068+0.0070787+0.0014148,0.0352003,35.2003
,,,0
Internal Reports:,,,0
Total Number of Detected Flits:		91372 ( Header: 18276 ),,,0
,,,0
	 ,,,0
 	 at 6000,,,0
  	 ,,,0
power time ,,,0
,6000,,0
Router-0,0.0267068+0.00801448+0.000848906,0.0355702,35.5702
Router-1,0.0267068+0.00809171+0.000848907,0.0356474,35.6474
Router-2,0.0267068+0.00824975+0.000848908,0.0358055,35.8055
Router-3,0.0267068+0.00787604+0.000848905,0.0354318,35.4318
Router-4,0.0267068+0.0095004+0.00141482,0.037622,37.622
Router-5,0.0267068+0.00887831+0.00141482,0.037,37
Router-6,0.0267068+0.00856271+0.00141482,0.0366843,36.6843
Router-7,0.0267068+0.00940899+0.00141482,0.0375306,37.5306
Router-8,0.0267068+0.00955744+0.00141482,0.0376791,37.6791
Router-9,0.0267068+0.00903823+0.00141482,0.0371599,37.1599
Router-10,0.0267068+0.0087862+0.00141482,0.0369078,36.9078
Router-11,0.0267068+0.00875851+0.00141482,0.0368802,36.8802
Router-12,0.0267068+0.0053919+0.0014148,0.0335135,33.5135
Router-13,0.0267068+0.005068+0.0014148,0.0331896,33.1896
Router-14,0.0267068+0.00521856+0.0014148,0.0333402,33.3402
Router-15,0.0267068+0.00542378+0.00141481,0.0335454,33.5454
Router-16,0.0267068+0.00538916+0.0014148,0.0335108,33.5108
Router-17,0.0267068+0.00458122+0.0014148,0.0327029,32.7029
Router-18,0.0267068+0.00551639+0.00141481,0.033638,33.638
Router-19,0.0267068+0.00500325+0.0014148,0.0331249,33.1249
Router-20,0.0267068+0.00512244+0.0014148,0.0332441,33.2441
Router-21,0.0267068+0.00533701+0.00141481,0.0334586,33.4586
Router-22,0.0267068+0.00539602+0.00141481,0.0335176,33.5176
Router-23,0.0267068+0.00560904+0.00141481,0.0337307,33.7307
Router-24,0.0267068+0.00513253+0.00141481,0.0332542,33.2542
Router-25,0.0267068+0.00509451+0.0014148,0.0332161,33.2161
Router-26,0.0267068+0.0048364+0.0014148,0.032958,32.958
,,,0
Internal Reports:,,,0
Total Number of Detected Flits:		93707 ( Header: 18743 ),,,0
power time ,,,0
,10610,,0
Router-0,0.0267068+0.00480817+0.000848908,0.0323639,32.3639
Router-1,0.0267068+0.00488025+0.000848909,0.032436,32.436
Router-2,0.0267068+0.00496105+0.00084891,0.0325168,32.5168
Router-3,0.0267068+0.00474175+0.000848907,0.0322975,32.2975
Router-4,0.0267068+0.00567761+0.00141482,0.0337993,33.7993
Router-5,0.0267068+0.00537217+0.00141482,0.0334938,33.4938
Router-6,0.0267068+0.00520015+0.00141482,0.0333218,33.3218
Router-7,0.0267068+0.00563457+0.00141482,0.0337562,33.7562
Router-8,0.0267068+0.00568979+0.00141482,0.0338114,33.8114
Router-9,0.0267068+0.00547147+0.00141482,0.0335931,33.5931
Router-10,0.0267068+0.00530383+0.00141482,0.0334255,33.4255
Router-11,0.0267068+0.00524558+0.00141482,0.0333672,33.3672
Router-12,0.0267068+0.00323587+0.00141481,0.0313575,31.3575
Router-13,0.0267068+0.00302559+0.00141481,0.0311472,31.1472
Router-14,0.0267068+0.00310649+0.00141481,0.0312281,31.2281
Router-15,0.0267068+0.00331012+0.00141481,0.0314318,31.4318
Router-16,0.0267068+0.00322802+0.0014148,0.0313497,31.3497
Router-17,0.0267068+0.00279737+0.0014148,0.030919,30.919
Router-18,0.0267068+0.00328384+0.00141481,0.0314055,31.4055
Router-19,0.0267068+0.00302066+0.00141481,0.0311423,31.1423
Router-20,0.0267068+0.00310024+0.00141481,0.0312219,31.2219
Router-21,0.0267068+0.00319958+0.00141481,0.0313212,31.3212
Router-22,0.0267068+0.00319398+0.00141481,0.0313156,31.3156
Router-23,0.0267068+0.00338634+0.00141481,0.031508,31.508
Router-24,0.0267068+0.00312774+0.00141481,0.0312494,31.2494
Router-25,0.0267068+0.00304721+0.0014148,0.0311688,31.1688
Router-26,0.0267068+0.00288576+0.0014148,0.0310074,31.0074
,,,
Internal Reports:,,,
Total Number of Detected Flits:		99630 ( Header: 19926 ),,,
