4500,0.0380736,0.0381345,0.038301,0.0379264,0.0405593,0.0397267,0.0392671,0.0404328,0.0405996,0.0399184,0.0396149,0.0396282,0.0351783,0.0347078,0.0350019,0.03523,0.0351765,0.0341167,0.0353204,0.0346347,0.0348465,0.0350548,0.0351822,0.0353429,0.0348872,0.0347984,0.0344527
5000,0.0370716,0.0371362,0.0373034,0.036925,0.0394107,0.0386288,0.0382107,0.0392479,0.0394553,0.0388407,0.0385131,0.0385262,0.0345182,0.0340967,0.0343482,0.0345541,0.0345067,0.0335291,0.0346363,0.0340072,0.0342328,0.0344441,0.0345037,0.0347311,0.0342107,0.0341545,0.0338658
5500,0.0362624,0.0363181,0.0364816,0.0361268,0.038416,0.0377691,0.0373928,0.0382967,0.0385001,0.0379225,0.0376274,0.0376405,0.0339821,0.033607,0.0338038,0.0339904,0.0339791,0.033091,0.0340873,0.0334938,0.0336881,0.0338693,0.0339662,0.0342304,0.0336951,0.0336366,0.0333869
6000,0.0355702,0.0356474,0.0358055,0.0354318,0.037622,0.037,0.0366843,0.0375306,0.0376791,0.0371599,0.0369078,0.0368802,0.0335135,0.0331896,0.0333402,0.0335454,0.0335108,0.0327029,0.033638,0.0331249,0.0332441,0.0334586,0.0335176,0.0337307,0.0332542,0.0332161,0.032958
6500,0.0350489,0.0350575,0.0352035,0.0349125,0.0369407,0.0364038,0.0361248,0.0368515,0.0369848,0.0365379,0.0362968,0.0362683,0.0331354,0.0328421,0.0329835,0.033186,0.0331318,0.03239,0.0332411,0.0327933,0.0328866,0.0330664,0.0331295,0.033345,0.0329046,0.0328506,0.0326135
7000,0.0345584,0.0345766,0.034712,0.0344254,0.0363608,0.0358528,0.0356031,0.0362695,0.0364065,0.0360212,0.0357819,0.0357422,0.0328108,0.0325166,0.0326612,0.0328408,0.0327979,0.0321021,0.032916,0.0324681,0.0326095,0.03276,0.0328043,0.0330049,0.0326097,0.0325293,0.0323261
7500,0.0341312,0.0341477,0.0342826,0.0340035,0.0358666,0.0354078,0.0351567,0.0357576,0.0359118,0.0355521,0.0353056,0.035253,0.0325294,0.0322703,0.0323823,0.0325803,0.0325095,0.0318759,0.0326043,0.0322012,0.0323525,0.0324771,0.0325318,0.0327106,0.0323443,0.0322677,0.0320538
